613
441
441
450
592
304
850
1061
1159
960
562
779
660
1321
310
360
567
442
654
531
425A
1405
653
511
480
2019
306
513
403
502
1965
1940
501
450
676
1696
430
1737
753
1290
327A
1950
922
779
769
1452
1451
157
1930
1930
407
426
612
1348
410
1430
610
650A
301A
802
1430
431
221
673
2075
1281
173
15
923
316
295
1049
2039
1876
510
1074
585
1030
2075
329
400
555
779
311
302
870
952
2260
480
766
1640
767
562
1535
704
510A
1620
851
85
480
451
333
1415
130
780
461
2022
706
313H
510A
60
1696
671
613
565
311
425
1000
900
852
1450
451
302
37
13
1161
530
1459
2075
330
480
327C
901
303
1415
590
1384
247
400
710
501
120
461
751A
327B
1353
563
1525
122E
154
1408
531
325
545B
471
314
403
577
1535
711
20C
510A
700
402
1158
2021
301
400
1725
870A
550
531
955
303
1365
513
2250
611
2025
408
470
922
1641
155
507A
1968J
61
1651
1406
726
1537
2022
560
1691
112
592
130
1179
1542
650A
570
1453
2015
2030
2022
410
800
652
510A
333
312
545B
480
510A
711
327B
410
451
675
513
303
710
303
310
545
510B
310
328
513
560
563
552
463
403
516
564
425
425
450
327A
408
1452
402
700
501
65
504
707
955
425C
709
210
432
709
332
555
280A
57
500
709
410
332
123
720
101
451
410
275A
277
77
173
828
050A
510A
510A
112
105
57
900
569
440
710
326
225A
500
312
59
222A
292
075
76
280A
034A
233
050B
1305B
1682
214
207B
211
64
293
1830
1119
276
838
278
253
516
201
161
38
1643
51
122C
550
298
50
729
1342
115
281
70
1333
214B
934A
248
1387
567
1535
554
112
151
516
709
402
707
571
510B
884
325
405
1650
278
513
157
41
440
4
105
652
1741
151
313A
2021
1415
57
60
34A
201
59
57
327B
555
463
311
312
709
552A
57
57
280A
280A
451
280A
533
650
810
034A
401
60
075
075
707
57
551
1641
210
331
361
222
425A
500
13
402
300
531
565
533
480
530
565
60
50
130
130
112
112
4080
1384
51
2023
780
222
285
672B
